Estacion,Dia_Semana,Hora_Dia,Clima,Torniquetes_Activos,Retraso_Operativo_Min,Pasajeros_Hora,Tiempo_Espera_Min,Nivel_Congestion
Principe de Vergara,Jueves,19,Soleado,2,0,1244,7.4,Alta
Sol,Jueves,9,Nublado,2,5,1145,10.5,Alta
Quevedo,Jueves,9,Lluvia,6,0,1095,6.3,Media
Lago,Lunes,6,Lluvia,3,0,255,5.9,Media
Bilbao,Sabado,10,Tormenta,6,0,501,7.1,Media
Alonso Martinez,Lunes,7,Lluvia,10,0,1009,5.2,Media
Embajadores,Jueves,6,Tormenta,5,0,447,4.2,Baja
Plaza de Espana,Sabado,22,Nublado,2,0,745,3.7,Media
Goya,Martes,11,Lluvia,4,0,215,7.3,Media
Lago,Sabado,14,Lluvia,5,0,407,4.8,Baja
Embajadores,Miercoles,18,Tormenta,6,0,1149,7.0,Media
Anton Martin,Viernes,13,Lluvia,3,0,173,6.5,Media
Lago,Martes,21,Nublado,7,10,127,14.7,Alta
Principe de Vergara,Martes,19,Lluvia,4,5,1219,14.6,Alta
Plaza de Espana,Domingo,22,Tormenta,4,0,759,6.9,Media
Sol,Sabado,17,Tormenta,10,0,436,5.5,Media
Sol,Martes,22,Tormenta,5,20,309,25.7,Alta
Alonso Martinez,Martes,20,Tormenta,9,0,230,7.3,Media
Principe Pio,Martes,18,Tormenta,3,0,1898,7.0,Alta
Goya,Domingo,14,Nublado,5,0,527,2.3,Baja
Principe de Vergara,Jueves,10,Lluvia,8,10,491,14.9,Alta
Lago,Martes,21,Tormenta,3,0,663,8.7,Media
Lago,Lunes,16,Soleado,5,0,533,2.1,Baja
Retiro,Martes,13,Soleado,10,0,439,4.9,Baja
Sol,Domingo,8,Nublado,9,0,461,2.9,Baja
Principe de Vergara,Lunes,15,Lluvia,9,0,385,6.1,Media
Tribunal,Domingo,9,Lluvia,4,0,499,7.1,Media
Noviciado,Sabado,9,Nublado,5,0,667,2.5,Media
Sol,Sabado,20,Soleado,7,0,518,4.2,Baja
Plaza de Espana,Miercoles,15,Nublado,3,0,576,2.0,Baja
Sevilla,Sabado,6,Tormenta,8,5,559,11.8,Alta
Goya,Viernes,6,Lluvia,2,5,480,11.8,Alta
Sol,Domingo,14,Tormenta,4,0,512,5.8,Media
Sevilla,Miercoles,14,Nublado,5,0,511,4.0,Baja
Principe de Vergara,Miercoles,12,Lluvia,10,0,384,7.7,Media
Retiro,Lunes,11,Lluvia,2,0,528,5.0,Baja
Atocha,Domingo,6,Tormenta,7,0,428,5.0,Baja
Tribunal,Domingo,15,Tormenta,4,0,588,5.3,Media
Plaza de Espana,Lunes,7,Nublado,7,0,937,3.6,Media
Opera,Martes,11,Lluvia,2,0,592,4.9,Baja
Opera,Lunes,22,Lluvia,7,0,445,5.8,Media
Callao,Jueves,17,Tormenta,2,0,1369,9.9,Alta
Tribunal,Viernes,5,Nublado,5,0,469,4.7,Baja
Opera,Lunes,17,Nublado,9,0,1545,3.4,Alta
Banco de Espana,Domingo,18,Lluvia,3,0,314,4.0,Baja
Callao,Viernes,19,Soleado,4,0,1829,5.8,Alta
Principe Pio,Domingo,9,Lluvia,9,10,490,17.9,Alta
Sevilla,Sabado,17,Soleado,5,0,557,3.8,Baja
Bilbao,Jueves,12,Soleado,9,0,599,4.0,Baja
Bilbao,Miercoles,14,Tormenta,5,0,264,4.6,Baja
Opera,Martes,7,Lluvia,9,0,957,4.5,Media
Bilbao,Lunes,23,Soleado,10,0,462,3.5,Baja
Alonso Martinez,Viernes,11,Soleado,4,0,690,2.6,Media
Atocha,Viernes,7,Tormenta,10,5,1279,11.3,Alta
Tribunal,Jueves,10,Lluvia,7,0,547,5.6,Media
Tribunal,Lunes,11,Soleado,2,0,489,2.1,Baja
Bilbao,Jueves,16,Tormenta,10,10,244,18.0,Alta
Principe Pio,Sabado,12,Tormenta,4,0,651,5.6,Media
Anton Martin,Miercoles,6,Soleado,9,0,173,4.9,Baja
Bilbao,Viernes,18,Tormenta,9,5,1433,13.6,Alta
Gran Via,Viernes,11,Lluvia,5,0,321,5.7,Media
Gran Via,Domingo,20,Nublado,10,0,515,3.2,Baja
Goya,Martes,17,Lluvia,5,0,1428,5.1,Alta
Plaza de Espana,Viernes,13,Lluvia,2,0,376,3.8,Baja
Sol,Martes,9,Tormenta,3,0,1573,10.1,Alta
Plaza de Espana,Lunes,9,Nublado,8,0,978,4.2,Media
Gran Via,Martes,20,Nublado,6,0,378,2.6,Baja
Lago,Sabado,8,Soleado,5,0,531,4.5,Baja
Tribunal,Sabado,18,Soleado,6,5,507,8.8,Media
Opera,Jueves,7,Lluvia,5,10,1549,17.8,Alta
Atocha,Jueves,19,Nublado,5,0,952,4.0,Media
Lago,Martes,15,Soleado,7,0,309,3.4,Baja
Principe Pio,Viernes,6,Lluvia,10,0,496,3.8,Baja
Callao,Domingo,17,Tormenta,5,0,227,5.1,Media
Principe Pio,Domingo,11,Lluvia,2,0,285,5.9,Media
Plaza de Espana,Miercoles,13,Soleado,2,0,197,3.1,Baja
Sol,Lunes,14,Tormenta,5,0,510,4.5,Baja
Anton Martin,Domingo,5,Soleado,9,0,152,2.8,Baja
Tribunal,Viernes,20,Tormenta,5,5,537,10.6,Alta
Noviciado,Miercoles,15,Soleado,6,10,506,14.7,Alta
Callao,Jueves,18,Tormenta,8,0,1182,4.1,Media
Embajadores,Jueves,21,Nublado,7,5,348,9.8,Media
Principe de Vergara,Jueves,16,Lluvia,4,0,645,5.4,Media
Gran Via,Viernes,11,Soleado,5,0,548,3.7,Baja
Goya,Sabado,8,Nublado,8,5,541,9.2,Media
Embajadores,Viernes,8,Soleado,7,0,1298,2.7,Alta
Plaza de Espana,Jueves,10,Nublado,8,20,378,23.5,Alta
Noviciado,Lunes,23,Lluvia,6,0,495,5.3,Media
Alonso Martinez,Miercoles,8,Soleado,3,0,1873,5.3,Alta
Retiro,Jueves,14,Soleado,4,0,534,3.8,Baja
Principe de Vergara,Viernes,5,Soleado,7,0,356,4.2,Baja
Tribunal,Lunes,20,Nublado,10,0,461,4.5,Baja
Callao,Jueves,10,Nublado,10,0,724,4.7,Media
Lago,Sabado,18,Soleado,7,0,668,2.0,Media
Atocha,Jueves,11,Lluvia,7,0,477,6.7,Media
Embajadores,Sabado,17,Lluvia,10,0,556,5.7,Media
Anton Martin,Sabado,20,Soleado,4,0,545,3.4,Baja
Sevilla,Lunes,12,Tormenta,8,0,334,6.5,Media
Plaza de Espana,Lunes,10,Nublado,9,0,571,3.9,Baja
Bilbao,Martes,11,Tormenta,2,0,475,5.8,Media
Opera,Sabado,17,Soleado,10,0,118,3.0,Baja
Principe de Vergara,Miercoles,17,Nublado,9,0,1428,3.6,Alta
Tribunal,Sabado,20,Tormenta,9,0,363,4.6,Baja
Goya,Lunes,6,Soleado,10,0,463,4.5,Baja
Banco de Espana,Domingo,21,Soleado,3,10,452,14.5,Alta
Sevilla,Jueves,21,Lluvia,2,5,160,11.0,Alta
Quevedo,Miercoles,19,Tormenta,10,0,1039,8.8,Media
Alonso Martinez,Martes,11,Soleado,9,0,412,2.0,Baja
Atocha,Domingo,20,Lluvia,10,0,736,4.8,Media
Gran Via,Sabado,16,Soleado,4,0,409,4.6,Baja
Sol,Domingo,17,Lluvia,9,0,663,5.7,Media
Goya,Miercoles,22,Tormenta,6,10,463,15.8,Alta
Quevedo,Lunes,20,Soleado,10,0,328,2.2,Baja
Alonso Martinez,Miercoles,18,Lluvia,4,0,1159,7.1,Media
Plaza de Espana,Viernes,20,Tormenta,2,0,314,5.8,Media
Plaza de Espana,Martes,22,Tormenta,2,0,515,5.2,Media
Goya,Miercoles,19,Soleado,7,0,1370,3.5,Alta
Sevilla,Jueves,5,Nublado,7,0,528,3.5,Baja
Banco de Espana,Sabado,14,Lluvia,6,0,467,6.7,Media
Noviciado,Sabado,11,Lluvia,2,0,560,5.9,Media
Quevedo,Martes,17,Soleado,4,0,783,4.7,Media
Tribunal,Martes,6,Tormenta,7,0,119,4.4,Baja
Principe Pio,Lunes,15,Nublado,7,10,622,12.5,Alta
Tribunal,Jueves,10,Nublado,8,0,428,2.6,Baja
Callao,Martes,15,Nublado,8,0,462,2.8,Baja
Tribunal,Viernes,5,Lluvia,7,0,459,8.0,Media
Goya,Sabado,11,Nublado,5,0,399,2.3,Baja
Atocha,Martes,18,Tormenta,10,0,1536,5.6,Alta
Embajadores,Martes,14,Tormenta,8,0,559,5.2,Media
Plaza de Espana,Lunes,14,Tormenta,9,0,561,7.2,Media
Gran Via,Domingo,13,Soleado,6,0,239,4.3,Baja
Callao,Martes,19,Soleado,3,0,1163,6.9,Media
Plaza de Espana,Lunes,9,Soleado,9,0,1288,2.8,Alta
Gran Via,Lunes,18,Tormenta,6,0,1657,6.2,Alta
Sol,Miercoles,22,Nublado,6,0,310,2.5,Baja
Anton Martin,Martes,17,Soleado,8,0,987,5.0,Media
Lago,Jueves,6,Soleado,7,10,417,13.1,Alta
Goya,Viernes,11,Lluvia,8,0,692,4.8,Media
Anton Martin,Martes,10,Tormenta,10,0,497,5.9,Media
Anton Martin,Viernes,6,Nublado,10,0,625,4.4,Media
Tribunal,Miercoles,17,Lluvia,5,0,845,7.4,Media
Gran Via,Viernes,20,Tormenta,4,0,437,5.3,Media
Lago,Viernes,5,Lluvia,8,20,407,26.5,Alta
Anton Martin,Miercoles,8,Nublado,5,0,933,4.0,Media
Tribunal,Martes,7,Nublado,8,0,1044,3.8,Media
Atocha,Viernes,20,Lluvia,3,0,531,4.6,Baja
Banco de Espana,Domingo,17,Soleado,10,0,450,2.7,Baja
Anton Martin,Miercoles,6,Soleado,9,5,286,9.0,Media
Principe de Vergara,Domingo,6,Soleado,9,10,557,15.0,Alta
Embajadores,Miercoles,11,Nublado,5,0,286,3.5,Baja
Alonso Martinez,Sabado,11,Nublado,7,0,484,4.8,Baja
Quevedo,Viernes,11,Nublado,5,0,291,3.6,Baja
Noviciado,Sabado,8,Tormenta,8,0,255,5.8,Media
Sevilla,Sabado,23,Nublado,5,0,547,3.0,Baja
Callao,Miercoles,22,Soleado,10,0,608,2.7,Media
Principe de Vergara,Sabado,13,Soleado,8,5,574,7.1,Media
Callao,Lunes,15,Soleado,7,0,510,4.4,Baja
Sol,Jueves,12,Lluvia,7,0,231,4.9,Baja
Goya,Lunes,10,Lluvia,6,0,526,6.9,Media
Principe de Vergara,Sabado,15,Lluvia,10,5,315,12.8,Alta
Anton Martin,Domingo,10,Tormenta,2,0,720,6.2,Media
Quevedo,Martes,9,Tormenta,7,0,999,6.4,Media
Plaza de Espana,Sabado,8,Soleado,6,0,378,3.2,Baja
Sol,Martes,11,Tormenta,5,10,372,17.2,Alta
Anton Martin,Lunes,10,Tormenta,8,0,529,8.4,Media
Goya,Domingo,12,Nublado,7,0,180,3.7,Baja
Atocha,Domingo,12,Tormenta,9,0,631,5.8,Media
Banco de Espana,Viernes,21,Soleado,7,0,514,3.3,Baja
Goya,Domingo,13,Nublado,3,10,180,13.9,Alta
Banco de Espana,Viernes,6,Tormenta,10,0,418,5.3,Media
Plaza de Espana,Martes,7,Soleado,10,0,954,2.9,Media
Alonso Martinez,Jueves,20,Tormenta,9,0,491,7.4,Media
Anton Martin,Lunes,22,Lluvia,2,0,319,4.4,Baja
Sol,Martes,14,Lluvia,7,0,634,3.6,Media
Sevilla,Sabado,6,Lluvia,4,0,440,5.6,Media
Sevilla,Miercoles,7,Soleado,6,0,1526,2.2,Alta
Principe de Vergara,Martes,7,Tormenta,7,0,1235,8.4,Alta
Quevedo,Martes,11,Tormenta,8,0,374,6.1,Media
Lago,Jueves,10,Tormenta,5,0,365,5.5,Media
Embajadores,Viernes,7,Lluvia,6,5,1684,8.7,Alta
Embajadores,Viernes,18,Lluvia,9,0,1370,6.2,Alta
Retiro,Jueves,12,Soleado,9,0,412,4.5,Baja
Principe de Vergara,Sabado,16,Tormenta,9,0,542,5.8,Media
Embajadores,Martes,14,Soleado,6,0,619,4.6,Media
Noviciado,Lunes,16,Tormenta,8,0,567,8.6,Media
Plaza de Espana,Martes,15,Lluvia,7,0,282,5.0,Baja
Principe Pio,Jueves,10,Tormenta,3,0,428,3.7,Baja
Anton Martin,Domingo,7,Tormenta,8,0,421,5.1,Media
Gran Via,Lunes,21,Lluvia,3,0,509,5.5,Media
Opera,Lunes,12,Soleado,4,0,517,3.3,Baja
Gran Via,Viernes,9,Soleado,7,0,1115,2.8,Media
Quevedo,Viernes,11,Nublado,2,0,300,4.6,Baja
Plaza de Espana,Jueves,9,Nublado,8,0,1633,4.6,Alta
Callao,Miercoles,13,Tormenta,5,5,593,12.1,Alta
Principe de Vergara,Lunes,16,Tormenta,9,0,613,5.3,Media
Plaza de Espana,Martes,11,Nublado,10,0,120,2.6,Baja
Principe de Vergara,Lunes,20,Soleado,10,0,400,4.5,Baja
Quevedo,Martes,12,Tormenta,2,10,579,15.8,Alta
Bilbao,Martes,5,Soleado,3,0,240,5.0,Baja
Sevilla,Lunes,16,Nublado,4,0,251,3.4,Baja
Banco de Espana,Lunes,17,Nublado,9,5,1340,8.9,Alta
Atocha,Viernes,15,Lluvia,2,0,606,7.4,Media
Bilbao,Lunes,20,Tormenta,9,0,372,6.1,Media
Sevilla,Jueves,16,Tormenta,9,0,546,7.0,Media
Plaza de Espana,Sabado,15,Lluvia,8,0,365,7.6,Media
Sol,Domingo,22,Lluvia,3,0,280,6.5,Media
Banco de Espana,Miercoles,6,Nublado,8,0,391,3.3,Baja
Retiro,Jueves,16,Lluvia,7,0,493,5.9,Media
Embajadores,Lunes,21,Soleado,9,0,533,2.0,Baja
Sevilla,Lunes,23,Nublado,10,0,393,2.7,Baja
Bilbao,Lunes,8,Nublado,4,5,941,12.2,Alta
Retiro,Viernes,7,Tormenta,8,0,1698,6.4,Alta
Goya,Jueves,14,Lluvia,9,0,743,8.8,Media
Quevedo,Martes,22,Tormenta,2,0,435,4.8,Baja
Gran Via,Jueves,21,Tormenta,2,10,333,17.9,Alta
Sevilla,Sabado,20,Lluvia,8,0,439,7.5,Media
Quevedo,Sabado,5,Soleado,3,0,455,3.7,Baja
Quevedo,Viernes,13,Tormenta,4,0,561,6.9,Media
Anton Martin,Sabado,23,Nublado,8,0,688,5.0,Media
Banco de Espana,Jueves,14,Tormenta,6,0,233,5.3,Media
Callao,Jueves,23,Nublado,8,0,362,3.1,Baja
Anton Martin,Jueves,6,Nublado,2,5,529,7.6,Media
Opera,Domingo,13,Tormenta,2,0,485,5.4,Media
Lago,Martes,11,Tormenta,9,0,647,3.9,Media
Quevedo,Lunes,21,Soleado,7,0,724,3.5,Media
Bilbao,Viernes,19,Tormenta,4,0,950,6.5,Media
Sol,Sabado,8,Tormenta,10,0,656,4.1,Media
Banco de Espana,Jueves,12,Lluvia,3,0,504,5.0,Media
Principe Pio,Miercoles,20,Lluvia,4,0,506,6.7,Media
Sevilla,Miercoles,20,Lluvia,9,0,289,6.1,Media
Opera,Lunes,9,Soleado,3,0,981,6.8,Media
Goya,Domingo,10,Soleado,6,0,345,2.7,Baja
Quevedo,Lunes,14,Lluvia,10,0,199,6.8,Media
Sol,Domingo,14,Lluvia,8,10,341,13.5,Alta
Goya,Sabado,18,Soleado,4,0,580,3.5,Baja
Goya,Jueves,6,Tormenta,4,20,257,26.5,Alta
Anton Martin,Martes,20,Tormenta,10,0,459,5.7,Media
Callao,Viernes,6,Nublado,3,0,390,4.3,Baja
Tribunal,Domingo,6,Tormenta,5,0,692,6.6,Media
Plaza de Espana,Sabado,18,Lluvia,3,0,457,6.0,Media
Callao,Jueves,11,Nublado,7,0,593,4.4,Baja
Gran Via,Domingo,5,Lluvia,5,0,540,7.2,Media
Lago,Sabado,21,Lluvia,9,0,653,5.9,Media
Atocha,Jueves,10,Lluvia,5,20,621,27.3,Alta
Embajadores,Sabado,18,Soleado,9,0,267,3.7,Baja
Principe Pio,Jueves,13,Soleado,7,0,393,4.1,Baja
Noviciado,Sabado,11,Tormenta,7,0,492,5.2,Media
Opera,Domingo,13,Nublado,7,0,303,3.1,Baja
Noviciado,Sabado,5,Nublado,9,20,451,22.3,Alta
Gran Via,Sabado,19,Soleado,4,10,491,13.1,Alta
Principe de Vergara,Sabado,14,Tormenta,5,0,596,5.0,Media
Banco de Espana,Domingo,6,Tormenta,9,0,485,5.4,Media
Lago,Miercoles,18,Lluvia,5,0,1220,5.5,Alta
Plaza de Espana,Sabado,19,Nublado,4,5,653,9.3,Media
Gran Via,Sabado,16,Tormenta,8,0,257,4.5,Baja
Sevilla,Sabado,15,Soleado,4,0,366,3.2,Baja
Banco de Espana,Domingo,16,Tormenta,7,0,466,5.9,Media
Atocha,Miercoles,15,Nublado,4,5,567,7.0,Media
Alonso Martinez,Sabado,21,Soleado,4,0,283,2.7,Baja
Lago,Miercoles,14,Nublado,4,0,341,4.4,Baja
Noviciado,Viernes,12,Tormenta,8,0,501,6.3,Media
Atocha,Martes,17,Soleado,4,0,939,6.5,Media
Opera,Martes,22,Tormenta,3,5,378,10.8,Alta
Bilbao,Viernes,22,Lluvia,8,0,242,5.3,Media
Atocha,Domingo,12,Tormenta,7,0,668,6.1,Media
Embajadores,Miercoles,8,Soleado,7,0,1856,4.6,Alta
Alonso Martinez,Jueves,23,Lluvia,5,0,398,3.6,Baja
Banco de Espana,Sabado,17,Soleado,2,0,255,4.5,Baja
Quevedo,Jueves,17,Nublado,6,0,1172,3.1,Media
Lago,Lunes,13,Tormenta,2,20,492,27.1,Alta
Principe Pio,Miercoles,10,Soleado,3,0,527,3.4,Baja
Banco de Espana,Viernes,7,Soleado,2,0,1805,6.9,Alta
Alonso Martinez,Sabado,9,Tormenta,9,0,186,6.2,Media
Alonso Martinez,Miercoles,18,Nublado,5,0,1396,2.6,Alta
Banco de Espana,Sabado,5,Soleado,6,0,416,4.4,Baja
Lago,Domingo,9,Tormenta,9,0,360,6.6,Media
Sevilla,Domingo,22,Nublado,6,0,137,2.4,Baja
Noviciado,Miercoles,16,Soleado,2,5,448,9.2,Media
Sevilla,Jueves,6,Lluvia,9,0,472,7.9,Media
Principe Pio,Sabado,11,Tormenta,7,0,723,6.6,Media
Principe de Vergara,Jueves,13,Lluvia,2,0,536,6.1,Media
Lago,Martes,20,Soleado,3,0,625,3.1,Media
Atocha,Miercoles,14,Nublado,8,0,241,4.8,Baja
Banco de Espana,Domingo,5,Lluvia,2,0,378,5.7,Media
Embajadores,Domingo,11,Soleado,6,0,513,4.0,Baja
Principe Pio,Viernes,6,Nublado,7,0,363,5.0,Baja
Lago,Martes,18,Soleado,6,0,1147,3.6,Media
Bilbao,Jueves,5,Soleado,4,0,726,4.8,Media
Sevilla,Sabado,11,Soleado,9,0,687,2.5,Media
Anton Martin,Martes,18,Nublado,3,0,1597,7.2,Alta
Gran Via,Lunes,9,Tormenta,8,0,1243,5.8,Alta
Banco de Espana,Sabado,12,Lluvia,6,0,389,5.4,Media
Sol,Miercoles,18,Lluvia,6,0,1695,4.1,Alta
Noviciado,Miercoles,16,Tormenta,4,0,735,6.8,Media
Opera,Jueves,7,Soleado,3,0,1751,5.9,Alta
Quevedo,Sabado,15,Soleado,4,0,407,3.2,Baja
Retiro,Lunes,6,Nublado,4,5,236,9.5,Media
Tribunal,Sabado,22,Nublado,2,10,330,14.9,Alta
Bilbao,Miercoles,15,Tormenta,5,0,656,7.5,Media
Principe de Vergara,Miercoles,22,Nublado,10,10,407,14.0,Alta
Noviciado,Viernes,19,Lluvia,2,0,1694,7.6,Alta
Sol,Lunes,17,Lluvia,5,0,1173,7.8,Media
Anton Martin,Martes,21,Tormenta,3,0,790,6.3,Media
Lago,Viernes,16,Soleado,4,5,415,8.0,Media
Anton Martin,Martes,11,Soleado,3,0,356,4.0,Baja
Anton Martin,Jueves,22,Soleado,10,0,752,4.6,Media
Embajadores,Jueves,15,Nublado,6,0,563,2.8,Baja
Atocha,Martes,17,Lluvia,6,5,1008,10.3,Alta
Retiro,Jueves,12,Soleado,3,0,405,3.7,Baja
Retiro,Viernes,22,Tormenta,3,0,407,4.4,Baja
Lago,Miercoles,12,Tormenta,2,0,608,6.3,Media
Goya,Domingo,23,Lluvia,6,20,469,24.5,Alta
Opera,Jueves,6,Nublado,6,0,441,3.1,Baja
Lago,Domingo,9,Soleado,9,0,514,2.6,Baja
Plaza de Espana,Jueves,19,Soleado,7,5,1483,7.2,Alta
Embajadores,Miercoles,9,Nublado,2,0,1266,7.6,Alta
Gran Via,Sabado,23,Lluvia,4,0,595,7.9,Media
Plaza de Espana,Viernes,6,Soleado,5,0,341,2.4,Baja
Retiro,Miercoles,11,Tormenta,8,0,401,4.4,Baja
Principe de Vergara,Lunes,9,Tormenta,6,0,1196,3.6,Media
Tribunal,Jueves,5,Tormenta,3,0,475,5.8,Media
Bilbao,Sabado,7,Tormenta,6,10,309,16.4,Alta
Plaza de Espana,Lunes,7,Lluvia,3,0,1499,8.5,Alta
Principe Pio,Sabado,10,Lluvia,10,0,544,7.3,Media
Gran Via,Lunes,12,Lluvia,8,0,662,8.2,Media
Principe de Vergara,Jueves,13,Tormenta,2,0,314,5.3,Media
Plaza de Espana,Viernes,8,Nublado,2,5,999,12.4,Alta
Principe de Vergara,Martes,13,Soleado,2,0,551,3.8,Baja
Noviciado,Jueves,5,Lluvia,9,0,581,5.2,Media
Sol,Domingo,20,Nublado,4,20,292,23.1,Alta
Principe Pio,Martes,9,Soleado,5,5,1203,7.3,Alta
Callao,Miercoles,14,Nublado,4,0,374,3.3,Baja
Sevilla,Martes,20,Nublado,9,20,271,23.6,Alta
Callao,Lunes,10,Nublado,9,0,559,2.4,Baja
Banco de Espana,Lunes,12,Lluvia,5,0,466,8.6,Media
Lago,Martes,13,Lluvia,6,0,332,4.8,Baja
Gran Via,Lunes,5,Lluvia,6,0,331,8.5,Media
Embajadores,Miercoles,9,Soleado,6,0,1931,3.8,Alta
Atocha,Domingo,7,Nublado,10,0,513,4.6,Baja
Callao,Lunes,10,Lluvia,2,0,312,5.6,Media
Lago,Viernes,17,Tormenta,8,0,1021,7.5,Media
Goya,Martes,16,Lluvia,6,0,499,4.3,Baja
Sol,Lunes,12,Lluvia,4,0,596,7.9,Media
Retiro,Miercoles,6,Tormenta,2,0,430,7.0,Media
Anton Martin,Domingo,11,Tormenta,8,0,280,7.0,Media
Atocha,Viernes,11,Lluvia,9,10,180,16.3,Alta
Principe Pio,Domingo,14,Nublado,10,0,401,4.9,Baja
Opera,Sabado,14,Nublado,2,0,452,3.6,Baja
Alonso Martinez,Domingo,8,Soleado,9,5,242,7.1,Media
Embajadores,Viernes,8,Lluvia,8,0,1303,7.3,Alta
Goya,Viernes,20,Tormenta,6,0,354,6.8,Media
Sevilla,Lunes,21,Lluvia,6,0,537,5.7,Media
Opera,Domingo,21,Soleado,8,20,138,22.3,Alta
Banco de Espana,Sabado,18,Lluvia,8,5,341,12.4,Alta
Lago,Sabado,20,Lluvia,8,5,605,12.1,Alta
Sevilla,Jueves,14,Soleado,9,0,688,2.1,Media
Callao,Martes,22,Nublado,6,20,558,23.1,Alta
Lago,Miercoles,23,Soleado,4,0,446,4.3,Baja
Plaza de Espana,Miercoles,16,Tormenta,5,5,591,10.7,Alta
Goya,Sabado,22,Lluvia,7,0,409,8.7,Media
Principe Pio,Lunes,23,Soleado,4,0,338,4.3,Baja
Callao,Jueves,20,Nublado,6,10,368,13.7,Alta
Tribunal,Lunes,14,Nublado,7,0,396,4.0,Baja
Noviciado,Lunes,18,Tormenta,4,0,1410,10.4,Alta
Plaza de Espana,Lunes,14,Lluvia,8,0,755,7.3,Media
Noviciado,Jueves,15,Nublado,9,0,281,3.5,Baja
Alonso Martinez,Sabado,13,Tormenta,7,0,464,7.7,Media
Principe de Vergara,Martes,20,Nublado,6,0,616,2.4,Media
Principe Pio,Lunes,22,Nublado,4,0,268,4.1,Baja
Callao,Martes,22,Lluvia,9,0,342,5.6,Media
Noviciado,Sabado,12,Lluvia,5,0,199,6.7,Media
Opera,Lunes,18,Nublado,8,20,1416,22.2,Alta
Banco de Espana,Sabado,6,Soleado,7,5,618,9.3,Media
Quevedo,Jueves,8,Nublado,4,0,1372,6.5,Alta
Plaza de Espana,Domingo,15,Lluvia,5,0,363,4.3,Baja
Opera,Martes,17,Nublado,3,0,852,6.5,Media
Banco de Espana,Viernes,16,Soleado,8,0,505,3.1,Baja
Sevilla,Martes,10,Lluvia,5,0,645,6.1,Media
Lago,Domingo,17,Soleado,3,0,374,2.4,Baja
Quevedo,Sabado,14,Tormenta,2,0,294,4.6,Baja
Callao,Lunes,18,Tormenta,4,0,1256,11.3,Alta
Plaza de Espana,Martes,15,Tormenta,8,0,474,7.4,Media
Noviciado,Miercoles,16,Nublado,5,0,378,2.7,Baja
Tribunal,Martes,9,Soleado,9,5,1308,7.2,Alta
Principe Pio,Jueves,10,Tormenta,6,0,290,5.6,Media
Sevilla,Viernes,13,Tormenta,9,0,232,5.3,Media
Plaza de Espana,Miercoles,12,Soleado,9,0,637,3.7,Media
Atocha,Jueves,9,Nublado,2,0,1351,7.1,Alta
Principe de Vergara,Jueves,21,Nublado,8,0,439,2.8,Baja
Plaza de Espana,Jueves,8,Lluvia,10,0,1787,6.7,Alta
Alonso Martinez,Lunes,11,Nublado,2,5,293,7.7,Media
Retiro,Viernes,11,Lluvia,6,0,500,5.4,Media
Atocha,Domingo,16,Soleado,7,0,422,4.9,Baja
Sevilla,Miercoles,21,Soleado,7,0,407,2.2,Baja
Sevilla,Domingo,6,Soleado,4,0,432,4.5,Baja
Noviciado,Jueves,8,Soleado,10,0,711,2.2,Media
Callao,Martes,7,Lluvia,9,0,1394,7.4,Alta
Sol,Viernes,17,Soleado,6,0,957,2.5,Media
Tribunal,Jueves,19,Soleado,2,0,690,4.2,Media
Noviciado,Miercoles,6,Lluvia,3,0,120,5.7,Media
Sol,Jueves,20,Soleado,2,0,418,4.1,Baja
Lago,Martes,22,Soleado,4,0,187,3.7,Baja
Banco de Espana,Jueves,16,Tormenta,3,0,587,8.0,Media
Noviciado,Jueves,23,Lluvia,9,0,428,8.1,Media
Atocha,Jueves,14,Lluvia,8,0,452,6.8,Media
Lago,Martes,9,Tormenta,9,5,1202,12.2,Alta
Banco de Espana,Sabado,20,Nublado,10,0,417,2.3,Baja
Noviciado,Miercoles,5,Nublado,3,10,370,13.3,Alta
Retiro,Miercoles,22,Lluvia,6,0,385,5.1,Media
Opera,Miercoles,21,Tormenta,7,10,423,13.7,Alta
Tribunal,Lunes,15,Soleado,7,0,206,4.4,Baja
Anton Martin,Sabado,16,Tormenta,2,0,270,7.0,Media
Opera,Domingo,23,Nublado,7,0,475,4.9,Baja
Principe Pio,Lunes,9,Soleado,9,0,974,2.2,Media
Plaza de Espana,Sabado,9,Soleado,4,0,544,3.2,Baja
Lago,Domingo,5,Soleado,2,0,471,3.9,Baja
Atocha,Miercoles,8,Soleado,6,0,1482,5.0,Alta
Bilbao,Miercoles,19,Soleado,4,0,1925,7.6,Alta
Principe de Vergara,Lunes,12,Tormenta,10,0,337,4.5,Baja
Sevilla,Miercoles,6,Tormenta,2,0,478,8.5,Media
Quevedo,Jueves,11,Lluvia,3,0,538,6.1,Media
Goya,Domingo,23,Nublado,10,0,587,2.0,Baja
Noviciado,Sabado,15,Tormenta,8,0,321,4.4,Baja
Sol,Jueves,7,Tormenta,2,0,1166,9.5,Media
Anton Martin,Martes,22,Lluvia,2,0,602,7.2,Media
Plaza de Espana,Viernes,7,Nublado,4,0,1127,6.6,Media
Anton Martin,Lunes,15,Lluvia,4,0,482,5.7,Media
Alonso Martinez,Domingo,7,Nublado,9,0,563,3.0,Baja
Plaza de Espana,Miercoles,20,Lluvia,4,5,453,9.5,Media
Opera,Lunes,18,Soleado,4,0,1117,6.5,Media
